,text,author_id
76,RT @jrichardson_j: So proud to work closely with ⁦@universoulbrand⁩ ⁦@verulamschool⁩ - Check out his Ted Talk about the Smile-ing Boys Proj…,84897291
77,"RT @Verulam6thForm: Lovely to welcome back Jonny Watts, an @verulamschool old boy from Class of 2006 to give another @Verulam6thForm Engagi…",84897291
78,"RT @VerulamYear7: Here are our lates Letter of Recognition winners in assembly today. Noah 7B, Rishank 7C, Evan 7Y, Theo 7Y and Ollie 7C fo…",84897291
79,RT @PatHisPolTeach: Big thanks to @stgeorgesgovpol who had me to observe Politics A-level today. Great to get an idea of good practice in t…,84897291
80,"RT @louise_n123: Year 13 @verulamschool made Play-Doh representations of God for symbolic religious language. 
Is religious language best u…",84897291
81,RT @Verulearning: The first Word of the Week after half term at @verulamschool wb 31st Oct = Tenacious. Some brilliant examples of it being…,84897291
82,RT @jrichardson_j: Great whole school staff CPD Safeguarding training session today on DV this afternoon led by Mr Flack @verulamschool #In…,84897291
83,Read about our November Alumnus of the Month https://t.co/RkbfzTjVfO #VerulamForLife https://t.co/EabxRCiezQ,84897291
84,"RT @brands4schools: Student engagement is key! 

Take a look at @verulamschool's new student newsletter. We love working on engaging docume…",84897291
85,#VerulamForLife https://t.co/0ScDc0Kra7,84897291
86,@lizham2012 👏🎉,84897291
87,RT @jrichardson_j: We are aiming for all of our staff and students ⁦@verulamschool⁩ to belong. #VerulamForLife https://t.co/mKF2nVoyWI,84897291
88,RT @dean316austin: A very enjoyable morning it was. Great talking about the future of @verulamschool and the vision of @stalbanscityfc for…,84897291
89,RT @Verulam6thForm: Great to welcome the next gen of Y11 Scholar/Athletes into @Verulam6thForm today. In prep for the inaugural trials for…,84897291
90,"RT @KateRoseWill: #edutwitter 
Ignorance as an excuse has expired. 
#endAfrohairdiscrimination",84897291
91,"RT @jrichardson_j: If you haven’t seen our Newsletter, written by students, for students check it out here 👇https://t.co/YD6fIGOcst #Verula…",84897291
92,"RT @Verulam_PE: Well done to former student Harrison Smith who has signed a professional contract with Stevenage FC🙌🏻💙

#verulamforlife htt…",84897291
93,RT @jrichardson_j: #HappyDiwali #InclusiveForLife #VerulamForLife https://t.co/qc4a7I7AzP,84897291
94,RT @VerulamYear7: Claude 7H and Tyler 7P give Prayers for the World and Prayers for our School at the Annual Service of Thanksgiving and De…,84897291
95,"RT @MrMacKenzieVer1: Very honoured and privileged to go to work today and take part in the Abbey Service at St Albans cathedral. Our boys,…",84897291
96,"RT @phf_uk: Artist Kay Rufai @universalsouldbrand works with Black boys to improve their mental health and to tackle stereotypes, taking a…",84897291
97,"RT @louise_n123: First half term @verulamschool done ✔️ 
Lovely Abbey Service to finish. 
Now to enjoy half term 😀 
#VerulamForLife #Inclus…",84897291
98,"RT @verulamschool: Happy half term from @verulamschool 
https://t.co/uGOGrptsPF https://t.co/IR4cPhu1pa",84897291
99,"Happy half term from @verulamschool 
https://t.co/uGOGrptsPF https://t.co/IR4cPhu1pa",84897291
0,"RT @WhatWeWitnessed: No way 🤣🤣

https://t.co/7O53wdWY1o",236551462
1,RT @NRLWomens: Teenage England second-rower Hollie Dodd is among a host of overseas stars considering a move to the NRLW next season as clu…,236551462
2,Bugger,236551462
3,RT @DaveAllen1981: Not long now until the @CazooUK World Darts Championship begins @Yourallypally &amp; been a busy week including media sessio…,236551462
4,"RT @thersw: When you see an MP in a football shirt, you know they've claimed it on expenses.",236551462
5,@RichardKosmala Said it on comms. A touch and it was in. Thought Hogg made a difference when he came on.,236551462
6,@RichardKosmala Poor again today. No goal threat at all.,236551462
7,Looking forward to @SheffieldUnited v @htafc live @talkSPORT2. All part of EFL Game Day Live. I’m with @neil_redfearn8 plus all the goals as they go in around the football league. https://t.co/SKUxZ7jcE0,236551462
8,"RT @talkSPORT2: NOW: EFL GameDay Live 🙌

The Championship continues with a huge Yorkshire derby! 💪

⚽️ @SheffieldUnited vs @htafc
🎙️ @MarkW…",236551462
9,RT @nytimes: Breaking News: The soccer journalist Grant Wahl died at the World Cup after collapsing while covering the Argentina-Netherland…,236551462
10,"@LeaRobertsComic @BigEorl My mate big eorl does two gallon stella a go……
😜",236551462
11,Live @talkSPORT2 on Sunday https://t.co/ETkkquPn36,236551462
12,"RT @LewisSteele_: Manchester City have surpassed 42,000 tickets sold for Sunday's Manchester derby at the Etihad Stadium. Previous club rec…",236551462
13,My Dutch friend @BigEorl will be delighted with this! #FIFAWorldCup https://t.co/8K51YzSVKO,236551462
14,Burnley fans right now…… #weghorst https://t.co/sOSNNtQmc6,236551462
15,"What an ending. It isn’t over until it’s over. Don’t pre write the script.
It’s no one’s divine right to win it. Sport. We all love it for different reasons but we all love it…..",236551462
16,@CrossyDailyStar Why?,236551462
17,Football. What a game.,236551462
18,"RT @TheAsset180: Congratulations to @KemuseM on winning the charity auction for £580. 
A fabulous amount for two amazing charities. Thank y…",236551462
19,@DaytrippingRed God bless the little man. Stay strong. Good luck.,236551462
20,"@ClaphamKris @Rod_Studd It’s why some of the biggest cheers at the RL World Cup were for underdogs scoring tries. The reality is in RL, the underdog doesn’t win often so next best thing is for them to score. It’s near enough impossible to park the bus in rugby.",236551462
21,@Rod_Studd Only one stat that counts Rod!,236551462
22,@tongey196 It was about 4 metres in…… no chance!,236551462
23,@ScottTaylorUK Not happening https://t.co/chN0X5tLV8,236551462
24,@dec11mcc You don’t get that in Qatar mate! 😂,236551462
25,@Lloydyboy56 Surprising. Decent price,236551462
26,What price England now? https://t.co/cAynie8d68,236551462
27,England were 6/1 to win the World Cup this morning. If Brazil go out that price will tumble…..,236551462
28,@Winmau @ChrisMurphy180 Well done Chris. Top man.,236551462
29,"@leonpryce6 Come on Leon, get the clubs out!",236551462
30,"Tell you what, I don’t fancy my next shot…… #cold 🥶 #golf https://t.co/GT2XJbvaA4",236551462
31,"RT @Super70sSports: Today in 1980, Howard Cosell informs a stunned Monday Night Football audience that John Lennon has been shot dead in Ne…",236551462
32,@beatingthebook @TWishnev @triptepper @mipritchard @VSiNLive @ShowtimeDoc @jeffparles The over 8.5 interruptions was buying money….. 😂,236551462
33,RT @TSnooker102: Remember this epic century from Martin Gould? https://t.co/QJqBuhBTl0,236551462
34,RT @OfficialBullsRL: 🙌🏻 Another successful evening at our Wheelchair Taster Session - with no fewer than 10 people trying the sport for the…,236551462
35,RT @England_RL: 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandRL Wheelchair have been named as the winners of the @SJA Bill McGowran Trophy for Para Sport Team of the Ye…,236551462
36,Wow. That last round was like something out of a Rocky fight. Amazing. https://t.co/s9zG8wRKhz,236551462
37,RT @buitengebieden: So much going on here.. 😂 https://t.co/90kydKawCV,236551462
38,"RT @ViaplaySportsUK: ""The whole stadium stands up for one of the most impressive, magnificent, awe-inspiring innings that we've seen!"" 🎙

W…",236551462
39,"RT @AngelaRayner: It’s just the tip of the iceberg.

The Tories’ VIP lane for PPE saw taxpayers’ money handed out to their cronies like con…",236551462
40,RT @KarlTurnerMP: Arco in Hull have been the primary supplier of clinical PPE to the NHS since the NHS was born but during the pandemic the…,236551462
41,"@RichardKosmala If Carlos had picked him at Wembley, Town would have been in the Premier League now.",236551462
42,Is it 10pm yet @talkSPORT “Has anyone seen……..” Jason may actually explode tonight 😂,236551462
43,@Rod_Studd It is when it’s 11/4 for a player to miss…..,236551462
44,"Pass pass pass pass pass, miss from the spot, miss from the spot, miss from the spot. Awful from Spain today https://t.co/qw2hSNITCp",236551462
45,A wonderful sporting moment. Very well done #Morocco. Fantastic stuff. The sheer joy on their fans faces shows what it means. Sensational. Love it.,236551462
46,"RT @ViaplaySportsUK: ""This is absolutely fantastic!"" 🎙

An EPIC last-wicket stand from Mehidy Hasan Miraz and Mustafizur Rahman gave Bangla…",236551462
47,Keep digging David. Hopefully bring the whole lot down. https://t.co/y2y1wCVWlT,236551462
48,At what point did this seem a good idea? 6 pints? 😳 https://t.co/71guDclacJ,236551462
49,"RT @SebyBechara: It’s IDPWD - International Day of People with Disabilities ♿️
Just a reminder to focus on your ABILITY and not your disabi…",236551462
50,RT @PippaCrerar: BREAKING: Tory peer Michelle Mone taking “leave of absence” from House of Lords with immediate effect after @guardian reve…,236551462
51,@chrisgstenton Commentator asks “can Morocco keep their concentration?” I’d have thought there biggest problem would be staying awake. I’m all for dominating possession but Spain are creating nothing. It’s dire to watch.,236551462
52,"Pass, pass, pass, pass, pass, pass, pass, pass, pass, pass, pass, pass. 

I’d have to ask if #esp would score if #morocco went home. I have my doubts. 

Will somebody please, just have a shot 😂😡😂😡😂",236551462
53,@jarleth_eaton Inevitable surely? He was failing massively. Only surprise is that he lasted so long.,236551462
54,@jeffparles Now come on Jeff. Stop sitting on the fence. Let us know what you really think! 😜,236551462
55,Excellent signing for @BatleyRLFC. Very good replacement for Luke Hooley. Best of luck to Aidan! https://t.co/Tx7t2BlCAW,236551462
56,@JoeOc147 @WeAreWST Well done Joe. Congratulations on a great week.,236551462
57,Scenes in the South Korean dressing room at half time. #442 https://t.co/1LN3DfW5Mq,236551462
58,That. Has. To. Hurt. 🤢🤢🤢 https://t.co/eSpcA4ZV8r,236551462
59,"RT @MichaelBensonn: Tyson Fury visiting Derek Chisora in his dressing room after their fight as they share moments with their children…

[…",236551462
60,"In fact, I’ll say it now. Should England go to a penalty shoot out, just hit it. Make up your mind and hit it. Have no regrets. Anyone can miss, just make sure you give yourself the best opportunity. Good luck!",236551462
61,Oh Japan. You play so well all tournament and then do that in a penalty shoot out. Dreadful set of spot kicks.,236551462
62,Just stop it with those stupid penalty run ups. Dreadful. Get some oomph in to it!,236551462
63,RT @secretclubprov: We’ve had a genuine enquiry from a member asking if he’s allowed to take his own black n decker leaf blower out in the…,236551462
64,@BornAgainBantam And that’s the problem the game will face. Decent players will realise they will earn more with a job and playing part time in the championship rather than earning a pittance living and working like a professional athlete. It’s a major issue for the sport.,236551462
65,"@TBradley23 Said the same pre match yesterday. England have a young team who are full of skill and confidence and are bang in form. Yes there are players out there we need to be wary of, but others need to be wary of Bellingham, Foden, Kane etc. It’s there to be won.",236551462
66,"@Dan_Abbott_16 A bit like the World Cup as well, happens every four years 😂😂😂😂😂 I’ll get my coat haha",236551462
67,"That’s basically a minimum wage for a job which only a very select number of people can do. I get there aren’t huge pots of gold in the game, but youngsters have to be encouraged in some way. It’s a tough one. I think a mass overhaul of the game is needed at scholarship level too",236551462
68,"The saddest thing to come out of the Wakefield Trinity and Jack Croft situation, and this is no blame attached to either party. It’s the fact that the minimum contract that has to be offered to a player is £15k? The effort and commitment (from all parties) and it’s worth £15k pa?",236551462
69,@RossWilliams_ @SportingLifeFC Great shouts as ever. Well done,236551462
70,@FO_ASchatz He has looked awful hasn’t he? Dolphins getting owned by a third string QB,236551462
71,As I was saying….. he’s having an awful night. https://t.co/u3cYY8Bgjq,236551462
72,"Tough day for @MiamiDolphins and Tua. The @49ers defence is causing him so many problems and right now, he hasn’t got the answers.",236551462
73,"The Pickford save at 0-0 may well prove to be the most crucial moment of the World Cup for England. This group of players are fearless and most importantly, in form. They can go on and win it. I firmly believe they will.",236551462
74,@RichardKosmala He is unbelievable however England have some fantastic players too.,236551462
75,I’ve still not seen a team in this World Cup that England can’t or won’t beat. The biggest test may well lie ahead this evening.,236551462
76,@JohnAda10163823 @mndassoc @MNDoddie5 @Rob7Burrow @Jaynes__World Signed it John. Have a good weekend.,236551462
77,I’ve signed this. Please do the same. It takes less than a minute and every signature is vital for @mndassoc https://t.co/OzgxBucDdm,236551462
78,@tiddlytown69 So who should he have fought?,236551462
79,@AJ_1878 So who should he have fought?,236551462
80,People shouldn’t bemoan the outcome tonight. We should appreciate how good Fury is. Until we see Usyk and AJ in with him we can’t critique Fury.,236551462
81,"Well played @SunderlandAFC as they score three second half goals without reply to beat @MillwallFC 3-0 in front of 37,012 at The Stadium of Light. Millwall will rue chances missed in the first half. Puts the Black Cats within a point of the play offs. Millwall drop to seventh.",236551462
82,"RT @ThomasBrindles: On international Day of persons with disabilities. 

Two people who possible didn’t get some of the credit they deserve…",236551462
83,"RT @talkSPORT2: NOW: EFL GameDay Live 🙌

The Championship is back and we're delighted to bring it to you from the North East:

⏰ 12:30
⚽️ @…",236551462
84,"This isn’t a test match, it’s a five day net practice. What’s the point? #PAKvsEng",236551462
85,"RT @JasonBourne1986: 12:30 Sunderland v Millwall @MarkWilsonRadio @MickyGray33 @talkSPORT2 

15:00 🇳🇱 v 🇺🇸 @talkSPORTDrive @JoeShennan @The…",236551462
86,@GaryCarter_1979 @NoHelmetsReq @IMG @SuperLeague @hullfcofficial @SalfordDevils @WTrinityRL @DragonsOfficiel @SkySportsRL Agree with that Gary.,236551462
87,What on earth has happened to the roads around Leeds train station? It’s absolutely ridiculous. 8.40 on a Friday night and it’s gridlocked. Absolute joke.,236551462
88,@TBradley23 Magician! https://t.co/sMo2makIdx,236551462
89,"RT @DolFanUK_Pod: For @Dolphins_UK fans without access to Gamepass or Redzone, @talkSPORT2 are providing live radio comms of the 49ers game…",236551462
90,Beats paying £20 to go on the Log Flume at the pleasure beach 😂 https://t.co/IFQYwayI1Y,236551462
91,"@NoHelmetsReq @IMG @SuperLeague @hullfcofficial @SalfordDevils @WTrinityRL @DragonsOfficiel @SkySportsRL I’ve said it before and I’ll say it again. Can’t understand why all TV games aren’t stand alone. Like the NFL, like the Premier League. If you had minimum 4 games live on Sunday afternoon, add in best of championship and have a Red Zone style show. It’s possible.",236551462
92,"RT @JasonBourne1986: This is why we offer both games live on @talkSPORT and @talkSPORT2.

No other UK radio broadcaster does this. 

What d…",236551462
93,"@TBradley23 I was covering the Uruguay game but saw the pictures of the South Korea goal as it happened. You are right, there will be a still of Son surrounded by at least five defenders. What a run and what a pass and what a finish. Amazing moment for South Korea.",236551462
94,Take a minute to read this thread. Daniel and his family deserve it. God bless. https://t.co/WrU9GHURQ8,236551462
95,RT @johnnyddavidson: Korea 2-1 Portugal https://t.co/WsedtiWmZ5,236551462
96,@carlralley @mummyfowler Travel safe and enjoy,236551462
97,"RT @Marathon_Man365: 🏃🏃‍♂️🏃 DAY 336 = PENDING 🏃🏃‍♂️🏃

🌫 8°C &amp; Foggy
🎽 Four Vest Sponsors
🐟 The Fish
🏃🏻‍♂️ Loads More Support
👨‍🏫 I'm a Hist…",236551462
98,"RT @JasonBourne1986: 15:00 🇰🇷 v 🇵🇹 @HughWoozencroft @Alex_Crook @TheDeanAshton @talkSPORT 

15:00 🇬🇭 v 🇺🇾 @MarkWilsonRadio @MickyGray33 @ta…",236551462
99,"@alastairhancock @WiganWarriorsRL @ManCity Congratulations Alastair. You had some exceptional circumstances to deal with, with covid and the ongoing isdn troubles at DW. Always found you to be superb in all aspects. Very helpful &amp; professional. A shining example and a credit to yourself &amp; your family. Very best of luck.",236551462
0,"RT @DanCoxonAuthor: On Saturday 25th February I'll be teaching my 'Weirding Your Fiction' workshop in Leeds, as part of this year's @LeedsL…",482101679
1,"RT @nymphsandthugs: ⚡️ our first event of 2023 sees #LIVEwire return to @HPBCLeeds as part of @LeedsLit! starring @thebrownhijabi, @thaught…",482101679
2,"RT @LeedsLit: We’re very excited that Lemn Sissay will join us for Leeds Lit Fest 2023, for a reading of My Name is Why &amp; Q&amp;A.

Tickets:

h…",482101679
3,"RT @LeedsLit: 🚨 Excited to announce our first wave of events for LLF 2023 🚨 

Join Lemn Sissay, Football Clichés, Sudha Bhuchar, Nymphs &amp; T…",482101679
4,RT @PeterSpafford: JOHN HEGLEY Live at Chapel FM this Friday night. £3 a ticket but only a few left. Grab your specs and book now now now!…,482101679
5,"RT @LeedsLit: 🎈Save the date 🎈

📚 Leeds Lit Fest returns in 2023

February 25th ~ March 5th 

More info soon 👀 https://t.co/pTIKCr8muI",482101679
6,RT @PeterSpafford: All the shows from WRITING ON AIR 2022 are now up for Listen Again. Feast your ears! https://t.co/561reFRhNR @ChapelFM @…,482101679
7,"RT @ChapelFM: WRITING ON AIR 2022 is over! ✒️✏️
A huge thank you to all our writers, poets, musicians, volunteers, technicians and audience…",482101679
8,RT @PeterSpafford: Gripping radio drama from @JackyBwrites in WRITING ON AIR 2022. https://t.co/U3Kxlw5ilx @ChapelFM @BigBookend @LeedsLit…,482101679
9,"RT @ForwardPrizes: ✨ A huge congratulations to all of tonight’s winners 
✨ @kimmoorepoet 
✨ @snsyquia 
✨ Nick Laird 

and to everyone who w…",482101679
10,"RT @JackLSimpson: Who would you love to see at Leeds Lit Fest? 

Especially looking for writers / publishers that are not straight white gu…",482101679
11,"@ChristmasBkSwap Thank you, Book Elves. Really appreciate the time and effort you put into this. X",482101679
12,RT @PeterSpafford: Great to have @StandFastProdu1 back for WRITING ON AIR. https://t.co/JwWOoh5gHo @Stand_poetry @ChapelFM @SteveDearden 60…,482101679
13,"RT @JohnLakeAP02: The time of your life comes at a price.
The Heat of the Summer by @LRandlesWriter
Buy the paperback from #amazon
@ArmleyP…",482101679
14,This is a brilliant festival to get involved with. Turn up or tune in to @ChapelFM 's Writing on Air Festival from tomorrow for just 5 days. It's free! #amreading #amwriting https://t.co/j8vcKJPpYP,482101679
15,RT @PeterSpafford: @ian__harker @JoeWilliamsPoet @irene_lofthouse all at Writing On Air @ChapelFM Sunday night. Where else would you find t…,482101679
16,"RT @StuHennigan: More of this today please 👇👇👇👇👇

#LibrariesChangeLives

@MCRCityofLit @BigBookend @LeedsLit @JP_Books",482101679
17,"RT @TSOTArts: We are taking on more writers! Find a home for your arts and culture writings with us. DM for more details!

#independentjour…",482101679
18,"RT @nymphsandthugs: 🔥 2 WEEKS TO GO! join us at @HPBCLeeds as we team up with @badbettypress for the Leeds leg of their UK tour.

featuring…",482101679
19,"RT @PeterSpafford: Opening night of Writing On Air.. free &amp; fabulous food at 6.30, interview with Jeremy Poynting of @peepaltreepress 7.30…",482101679
